2025-02-06 07:58:06.693304000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2025-02-11 08:04:19.380139000, Fcp, 11, 6, 0, CPU, 92%, 12%, 10%, 01%, GPU, , MEM, 257756, 196816, N/A, IO, , , , , , , NET, , , , , HUG, 1060, 38, 35
2025-02-11 08:04:20.386593000, Fcp, 12, 6, 0, CPU, 82%, 11%, 08%, 03%, GPU, , MEM, 271368, 204348, N/A, IO, , , , , , , NET, , , , , HUG, 1086, 38, 36
2025-02-11 08:04:21.401070000, Fcp, 13, 36, 1030, CPU, 72%, 11%, 09%, 02%, GPU, , MEM, 288432, 211340, N/A, IO, , , , , , , NET, , , , , HUG, 1236, 51, 36
2025-02-11 08:04:22.412512000, Fcp, 14, 71, 1043, CPU, 65%, 16%, 11%, 04%, GPU, , MEM, 332812, 243512, N/A, IO, , , , , , , NET, , , , , HUG, 1406, 69, 74
2025-02-11 08:04:23.422597000, Fcp, 15, 88, 1055, CPU, 75%, 16%, 09%, 06%, GPU, , MEM, 367724, 266160, N/A, IO, , , , , , , NET, , , , , HUG, 1644, 88, 68
2025-02-11 08:04:32.480289000, Fcp, 24, 90, 1057, CPU, 52%, 03%, 00%, 02%, GPU, , MEM, 366136, 260648, N/A, IO, , , , , , , NET, , , , , HUG, 1662, 99, 73
2025-02-11 08:04:37.533398000, Fcp, 29, 90, 1057, CPU, 80%, 00%, 00%, 00%, GPU, , MEM, 353664, 248124, N/A, IO, , , , , , , NET, , , , , HUG, 1661, 98, 73
2025-02-11 08:04:39.556704000, Fcp, 32, 90, 1057, CPU, 56%, 00%, 00%, 00%, GPU, , MEM, 353668, 248040, N/A, IO, , , , , , , NET, , , , , HUG, 1661, 97, 73
2025-02-11 08:04:50.653253000, Fcp, 43, 90, 1057, CPU, 35%, 04%, 03%, 00%, GPU, , MEM, 375616, 270820, N/A, IO, , , , , , , NET, , , , , HUG, 1659, 102, 82
2025-02-25 10:59:00.459055000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2025-02-25 10:59:01.481261000, Fcp, 9, 6, 0, CPU, 13%, 00%, 00%, 00%, GPU, , MEM, 181400, 140396, N/A, IO, , , , , , , NET, , , , , HUG, 991, 37, 34
2025-02-25 10:59:02.490945000, Fcp, 10, 6, 0, CPU, 39%, 12%, 07%, 04%, GPU, , MEM, 182944, 141568, N/A, IO, , , , , , , NET, , , , , HUG, 997, 37, 34
2025-02-25 10:59:03.507803000, Fcp, 11, 6, 0, CPU, 30%, 11%, 08%, 03%, GPU, , MEM, 192532, 146684, N/A, IO, , , , , , , NET, , , , , HUG, 1009, 37, 34
2025-02-25 10:59:04.519463000, Fcp, 12, 6, 0, CPU, 35%, 10%, 09%, 01%, GPU, , MEM, 210308, 156796, N/A, IO, , , , , , , NET, , , , , HUG, 1026, 37, 34
2025-02-25 10:59:05.534534000, Fcp, 13, 6, 0, CPU, 56%, 11%, 09%, 01%, GPU, , MEM, 237024, 178128, N/A, IO, , , , , , , NET, , , , , HUG, 1032, 37, 34
2025-02-25 10:59:06.546318000, Fcp, 14, 6, 0, CPU, 32%, 12%, 11%, 01%, GPU, , MEM, 258224, 195712, N/A, IO, , , , , , , NET, , , , , HUG, 1071, 39, 36
2025-02-25 10:59:08.549397000, Fcp, 16, 36, 1029, CPU, 39%, 12%, 09%, 02%, GPU, , MEM, 284812, 209508, N/A, IO, , , , , , , NET, , , , , HUG, 1236, 51, 36
2025-02-25 10:59:09.561290000, Fcp, 17, 36, 1029, CPU, 17%, 12%, 10%, 02%, GPU, , MEM, 301068, 217172, N/A, IO, , , , , , , NET, , , , , HUG, 1250, 69, 68
2025-02-25 10:59:10.576785000, Fcp, 18, 69, 1521, CPU, 35%, 15%, 06%, 08%, GPU, , MEM, 349016, 250860, N/A, IO, , , , , , , NET, , , , , HUG, 1606, 83, 74
2025-02-25 10:59:11.590896000, Fcp, 19, 73, 1049, CPU, 42%, 14%, 07%, 07%, GPU, , MEM, 368072, 265280, N/A, IO, , , , , , , NET, , , , , HUG, 1655, 89, 68
2025-02-25 10:59:15.594621000, Fcp, 23, 73, 1049, CPU, 08%, 01%, 00%, 01%, GPU, , MEM, 368368, 265272, N/A, IO, , , , , , , NET, , , , , HUG, 1640, 90, 68
2025-02-25 10:59:25.608084000, Fcp, 33, 74, 1049, CPU, 38%, 02%, 01%, 01%, GPU, , MEM, 369092, 261628, N/A, IO, , , , , , , NET, , , , , HUG, 1654, 88, 70
2025-02-25 10:59:28.611016000, Fcp, 36, 74, 1049, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 364872, 257304, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 88, 70
2025-02-25 10:59:37.619629000, Fcp, 45, 74, 1049, CPU, 33%, 02%, 00%, 01%, GPU, , MEM, 356380, 249588, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 88, 70
2025-02-25 10:59:40.622617000, Fcp, 48, 74, 1049, CPU, 12%, 02%, 01%, 00%, GPU, , MEM, 356388, 249588, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 88, 70
2025-02-25 10:59:55.637486000, Fcp, 63, 74, 1049, CPU, 38%, 04%, 02%, 02%, GPU, , MEM, 357496, 250404, N/A, IO, , , , , , , NET, , , , , HUG, 1639, 88, 70
2025-02-25 11:00:01.643771000, Fcp, 69, 74, 1049, CPU, 15%, 01%, 00%, 01%, GPU, , MEM, 358176, 251048, N/A, IO, , , , , , , NET, , , , , HUG, 1640, 89, 69
2025-02-25 11:00:04.647210000, Fcp, 72, 74, 1049, CPU, 38%, 03%, 00%, 02%, GPU, , MEM, 358176, 251048, N/A, IO, , , , , , , NET, , , , , HUG, 1640, 89, 69
2025-02-25 11:00:07.650865000, Fcp, 75, 74, 1049, CPU, 10%, 02%, 00%, 02%, GPU, , MEM, 358176, 251048, N/A, IO, , , , , , , NET, , , , , HUG, 1640, 89, 69
2025-02-25 11:00:15.660422000, Fcp, 83, 74, 1049, CPU, 31%, 01%, 00%, 00%, GPU, , MEM, 358716, 251512, N/A, IO, , , , , , , NET, , , , , HUG, 1640, 88, 69
2025-02-25 11:00:17.662105000, Fcp, 85, 74, 1049, CPU, 06%, 01%, 00%, 00%, GPU, , MEM, 358672, 251436, N/A, IO, , , , , , , NET, , , , , HUG, 1630, 87, 69
2025-02-25 11:00:27.672271000, Fcp, 95, 74, 1049, CPU, 39%, 04%, 01%, 03%, GPU, , MEM, 359416, 251876, N/A, IO, , , , , , , NET, , , , , HUG, 1636, 87, 69
2025-02-25 11:00:30.674669000, Fcp, 98, 74, 1049, CPU, 10%, 03%, 00%, 02%, GPU, , MEM, 359416, 251876, N/A, IO, , , , , , , NET, , , , , HUG, 1636, 87, 69
2025-02-25 11:00:41.685217000, Fcp, 109, 160, 1731, CPU, 41%, 00%, 00%, 00%, GPU, , MEM, 370864, 257532, N/A, IO, , , , , , , NET, , , , , HUG, 1780, 91, 69
2025-02-25 11:00:43.686552000, Fcp, 111, 160, 2211, CPU, 15%, 04%, 03%, 01%, GPU, , MEM, 376244, 262508, N/A, IO, , , , , , , NET, , , , , HUG, 1790, 93, 69
2025-02-25 11:00:44.687129000, Fcp, 112, 160, 2371, CPU, 12%, 08%, 06%, 01%, GPU, , MEM, 395044, 280356, N/A, IO, , , , , , , NET, , , , , HUG, 1794, 95, 69
2025-02-25 11:00:54.698146000, Fcp, 122, 160, 2371, CPU, 35%, 00%, 00%, 00%, GPU, , MEM, 397980, 282408, N/A, IO, , , , , , , NET, , , , , HUG, 1785, 95, 69
2025-02-25 11:00:56.717547000, Fcp, 124, 160, 2371, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 398000, 282400, N/A, IO, , , , , , , NET, , , , , HUG, 1785, 95, 69
2025-02-25 11:00:58.738195000, Fcp, 126, 160, 2371, CPU, 36%, 01%, 00%, 00%, GPU, , MEM, 398000, 282400, N/A, IO, , , , , , , NET, , , , , HUG, 1785, 95, 69
2025-02-25 11:01:00.745200000, Fcp, 128, 160, 2371, CPU, 06%, 00%, 00%, 00%, GPU, , MEM, 388400, 272788, N/A, IO, , , , , , , NET, , , , , HUG, 1785, 95, 69
2025-02-25 11:01:01.758920000, Fcp, 129, 160, 2371, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 385472, 269860, N/A, IO, , , , , , , NET, , , , , HUG, 1786, 95, 69
2025-02-25 11:01:02.772675000, Fcp, 130, 160, 2371, CPU, 46%, 00%, 00%, 00%, GPU, , MEM, 385472, 269860, N/A, IO, , , , , , , NET, , , , , HUG, 1786, 95, 69
2025-02-25 11:01:09.840839000, Fcp, 137, 160, 2371, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 387396, 271720, N/A, IO, , , , , , , NET, , , , , HUG, 1784, 93, 69
2025-02-25 11:01:10.854070000, Fcp, 138, 160, 2371, CPU, 40%, 00%, 00%, 00%, GPU, , MEM, 387428, 271744, N/A, IO, , , , , , , NET, , , , , HUG, 1793, 93, 69
2025-02-25 11:01:12.863173000, Fcp, 140, 160, 2371, CPU, 16%, 02%, 01%, 00%, GPU, , MEM, 387876, 271944, N/A, IO, , , , , , , NET, , , , , HUG, 1784, 93, 69
2025-02-25 11:01:27.007982000, Fcp, 154, 160, 2371, CPU, 37%, 02%, 01%, 01%, GPU, , MEM, 387804, 271776, N/A, IO, , , , , , , NET, , , , , HUG, 1781, 93, 69
2025-02-25 11:01:28.013426000, Fcp, 155, 160, 2371, CPU, 15%, 00%, 00%, 00%, GPU, , MEM, 387804, 271776, N/A, IO, , , , , , , NET, , , , , HUG, 1781, 93, 69
2025-02-25 11:01:45.161238000, Fcp, 172, 160, 2371, CPU, 42%, 02%, 01%, 00%, GPU, , MEM, 388004, 272240, N/A, IO, , , , , , , NET, , , , , HUG, 1781, 93, 69
2025-02-25 11:01:48.195767000, Fcp, 176, 160, 2371, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 388364, 272916, N/A, IO, , , , , , , NET, , , , , HUG, 1781, 93, 69
2025-02-25 11:01:52.240841000, Fcp, 180, 160, 2371, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 403688, 287576, N/A, IO, , , , , , , NET, , , , , HUG, 1763, 93, 69
2025-02-25 11:01:57.251069000, Fcp, 185, 160, 2371, CPU, 35%, 03%, 00%, 02%, GPU, , MEM, 403344, 286948, N/A, IO, , , , , , , NET, , , , , HUG, 1763, 93, 70
2025-02-25 11:02:00.253637000, Fcp, 188, 160, 2371, CPU, 09%, 02%, 00%, 01%, GPU, , MEM, 391824, 275420, N/A, IO, , , , , , , NET, , , , , HUG, 1763, 94, 70
2025-02-25 11:02:02.256154000, Fcp, 190, 160, 2371, CPU, 05%, 02%, 00%, 02%, GPU, , MEM, 391824, 275420, N/A, IO, , , , , , , NET, , , , , HUG, 1764, 93, 70
2025-02-25 11:02:04.257644000, Fcp, 192, 160, 2371, CPU, 31%, 04%, 02%, 02%, GPU, , MEM, 391824, 275420, N/A, IO, , , , , , , NET, , , , , HUG, 1762, 94, 70
2025-02-25 11:02:06.258673000, Fcp, 194, 160, 2371, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 391824, 275420, N/A, IO, , , , , , , NET, , , , , HUG, 1762, 94, 70
2025-02-25 11:02:09.262242000, Fcp, 197, 160, 2371, CPU, 54%, 01%, 00%, 00%, GPU, , MEM, 391824, 275420, N/A, IO, , , , , , , NET, , , , , HUG, 1762, 94, 70
2025-02-25 11:02:13.265864000, Fcp, 201, 160, 2371, CPU, 25%, 03%, 00%, 02%, GPU, , MEM, 391916, 275080, N/A, IO, , , , , , , NET, , , , , HUG, 1748, 92, 70
2025-02-25 11:02:58.312924000, Fcp, 246, 160, 2371, CPU, 04%, 01%, 00%, 01%, GPU, , MEM, 392376, 275756, N/A, IO, , , , , , , NET, , , , , HUG, 1750, 93, 73
2025-02-25 11:03:01.316263000, Fcp, 249, 160, 2371, CPU, 37%, 04%, 02%, 02%, GPU, , MEM, 392376, 275756, N/A, IO, , , , , , , NET, , , , , HUG, 1750, 93, 73
2025-02-25 11:03:02.318219000, Fcp, 250, 160, 2371, CPU, 21%, 02%, 00%, 01%, GPU, , MEM, 392376, 275756, N/A, IO, , , , , , , NET, , , , , HUG, 1751, 93, 73
2025-02-25 11:03:14.329698000, Fcp, 262, 160, 2371, CPU, 42%, 00%, 00%, 00%, GPU, , MEM, 392408, 275984, N/A, IO, , , , , , , NET, , , , , HUG, 1751, 93, 73
2025-02-25 11:03:20.334901000, Fcp, 268, 160, 2371, CPU, 18%, 02%, 01%, 01%, GPU, , MEM, 392408, 275984, N/A, IO, , , , , , , NET, , , , , HUG, 1751, 93, 73
2025-02-25 11:03:41.351958000, Fcp, 289, 160, 2371, CPU, 41%, 03%, 01%, 02%, GPU, , MEM, 392132, 275652, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 93, 69
2025-02-25 11:03:44.355087000, Fcp, 292, 160, 2371, CPU, 19%, 02%, 01%, 01%, GPU, , MEM, 392132, 275652, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 93, 69
2025-02-25 11:03:52.363940000, Fcp, 300, 160, 2371, CPU, 47%, 05%, 03%, 01%, GPU, , MEM, 392248, 275664, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 93, 69
2025-02-25 11:03:55.366130000, Fcp, 303, 160, 2371, CPU, 24%, 05%, 01%, 03%, GPU, , MEM, 392260, 275664, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 92, 69
2025-02-25 11:04:02.375546000, Fcp, 310, 160, 2371, CPU, 07%, 01%, 00%, 00%, GPU, , MEM, 392264, 275664, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 93, 69
2025-02-25 11:04:03.377164000, Fcp, 311, 160, 2371, CPU, 43%, 01%, 00%, 00%, GPU, , MEM, 392264, 275652, N/A, IO, , , , , , , NET, , , , , HUG, 1752, 94, 69
2025-02-25 11:04:11.391374000, Fcp, 319, 302, 3682, CPU, 13%, 02%, 01%, 00%, GPU, , MEM, 402960, 287240, N/A, IO, , , , , , , NET, , , , , HUG, 1788, 98, 75
2025-02-25 11:04:15.420708000, Fcp, 323, 302, 3682, CPU, 36%, 01%, 00%, 00%, GPU, , MEM, 410784, 294760, N/A, IO, , , , , , , NET, , , , , HUG, 1779, 94, 69
2025-02-25 11:04:16.422336000, Fcp, 324, 302, 3682, CPU, 13%, 00%, 00%, 00%, GPU, , MEM, 410480, 294456, N/A, IO, , , , , , , NET, , , , , HUG, 1779, 95, 69
2025-02-25 11:04:19.440452000, Fcp, 327, 302, 3682, CPU, 36%, 01%, 00%, 01%, GPU, , MEM, 410484, 294456, N/A, IO, , , , , , , NET, , , , , HUG, 1779, 94, 70
2025-02-25 11:04:26.501771000, Fcp, 334, 302, 3682, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 411588, 295564, N/A, IO, , , , , , , NET, , , , , HUG, 1779, 94, 70
2025-02-25 11:04:44.552677000, Fcp, 352, 302, 3682, CPU, 32%, 01%, 00%, 00%, GPU, , MEM, 402404, 283960, N/A, IO, , , , , , , NET, , , , , HUG, 1784, 93, 69
2025-02-25 11:04:49.557783000, Fcp, 357, 302, 3682, CPU, 11%, 01%, 00%, 00%, GPU, , MEM, 402496, 283960, N/A, IO, , , , , , , NET, , , , , HUG, 1784, 93, 69
2025-02-25 11:04:54.575537000, Fcp, 362, 302, 2884, CPU, 24%, 07%, 04%, 02%, GPU, , MEM, 417440, 298808, N/A, IO, , , , , , , NET, , , , , HUG, 1802, 94, 71
2025-02-25 11:05:02.639650000, Fcp, 370, 302, 2884, CPU, 27%, 01%, 00%, 00%, GPU, , MEM, 417476, 298804, N/A, IO, , , , , , , NET, , , , , HUG, 1802, 94, 71
2025-02-25 11:05:12.725519000, Fcp, 380, 320, 4229, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 410960, 292928, N/A, IO, , , , , , , NET, , , , , HUG, 1811, 96, 69
2025-02-25 11:05:15.765665000, Fcp, 383, 320, 4229, CPU, 26%, 00%, 00%, 00%, GPU, , MEM, 422804, 304792, N/A, IO, , , , , , , NET, , , , , HUG, 1811, 96, 69
2025-02-25 11:05:25.838944000, Fcp, 393, 320, 4229, CPU, 70%, 00%, 00%, 00%, GPU, , MEM, 413824, 295500, N/A, IO, , , , , , , NET, , , , , HUG, 1851, 84, 53
2025-02-25 11:05:27.863696000, Fcp, 395, 320, 4229, CPU, 47%, 00%, 00%, 00%, GPU, , MEM, 410080, 291708, N/A, IO, , , , , , , NET, , , , , HUG, 1849, 83, 53
2025-02-25 11:05:31.902902000, Fcp, 399, 320, 4229, CPU, 17%, 00%, 00%, 00%, GPU, , MEM, 410092, 291708, N/A, IO, , , , , , , NET, , , , , HUG, 1851, 83, 53
2025-02-25 11:05:33.927094000, Fcp, 401, 320, 4229, CPU, 42%, 00%, 00%, 00%, GPU, , MEM, 409856, 291664, N/A, IO, , , , , , , NET, , , , , HUG, 1847, 83, 53
2025-02-25 11:05:36.970715000, Fcp, 404, 320, 4389, CPU, 19%, 00%, 00%, 00%, GPU, , MEM, 409956, 291788, N/A, IO, , , , , , , NET, , , , , HUG, 1847, 83, 53
2025-02-25 11:06:35.231766000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2025-02-25 11:06:36.236511000, Fcp, 8, 6, 0, CPU, 13%, 00%, 00%, 00%, GPU, , MEM, 195336, 148188, N/A, IO, , , , , , , NET, , , , , HUG, 1004, 37, 34
2025-02-25 11:06:37.244548000, Fcp, 9, 6, 0, CPU, 32%, 11%, 10%, 01%, GPU, , MEM, 237176, 178200, N/A, IO, , , , , , , NET, , , , , HUG, 1023, 37, 34
2025-02-25 11:06:38.247237000, Fcp, 10, 6, 0, CPU, 26%, 12%, 10%, 02%, GPU, , MEM, 264320, 198792, N/A, IO, , , , , , , NET, , , , , HUG, 1067, 38, 36
2025-02-25 11:06:39.251631000, Fcp, 11, 36, 1029, CPU, 23%, 11%, 08%, 03%, GPU, , MEM, 284028, 208180, N/A, IO, , , , , , , NET, , , , , HUG, 1219, 50, 36
2025-02-25 11:06:40.266741000, Fcp, 12, 36, 1029, CPU, 25%, 08%, 06%, 02%, GPU, , MEM, 300768, 216888, N/A, IO, , , , , , , NET, , , , , HUG, 1236, 68, 68
2025-02-25 11:06:41.280260000, Fcp, 13, 68, 1041, CPU, 39%, 12%, 05%, 07%, GPU, , MEM, 360184, 258728, N/A, IO, , , , , , , NET, , , , , HUG, 1612, 87, 68
2025-02-25 11:06:43.290255000, Fcp, 15, 77, 1051, CPU, 14%, 01%, 01%, 00%, GPU, , MEM, 366816, 263020, N/A, IO, , , , , , , NET, , , , , HUG, 1650, 90, 68
2025-02-25 11:06:48.294517000, Fcp, 20, 95, 1051, CPU, 38%, 02%, 02%, 00%, GPU, , MEM, 368036, 261436, N/A, IO, , , , , , , NET, , , , , HUG, 1652, 99, 75
2025-02-25 11:06:50.314526000, Fcp, 22, 1442, 12155, CPU, 38%, 06%, 03%, 02%, GPU, , MEM, 379956, 273272, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 105, 76
2025-02-25 11:06:51.322427000, Fcp, 23, 3248, 26651, CPU, 31%, 06%, 03%, 02%, GPU, , MEM, 395148, 288812, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 105, 76
2025-02-25 11:06:52.335919000, Fcp, 24, 4792, 39035, CPU, 13%, 03%, 01%, 01%, GPU, , MEM, 408076, 302240, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 104, 76
2025-02-25 11:06:53.342271000, Fcp, 25, 6346, 51515, CPU, 18%, 06%, 02%, 03%, GPU, , MEM, 412040, 306668, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 105, 76
2025-02-25 11:06:54.350632000, Fcp, 26, 8022, 64971, CPU, 11%, 04%, 01%, 02%, GPU, , MEM, 427404, 322320, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 105, 76
2025-02-25 11:06:55.357848000, Fcp, 27, 9632, 77899, CPU, 38%, 05%, 04%, 01%, GPU, , MEM, 442056, 337508, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 104, 76
2025-02-25 11:06:56.361119000, Fcp, 28, 11296, 91243, CPU, 18%, 05%, 02%, 02%, GPU, , MEM, 457152, 353028, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 105, 76
2025-02-25 11:06:57.366173000, Fcp, 29, 12982, 104779, CPU, 15%, 07%, 02%, 04%, GPU, , MEM, 472468, 368808, N/A, IO, , , , , , , NET, , , , , HUG, 1658, 104, 76
2025-02-25 11:06:58.373199000, Fcp, 30, 14666, 118299, CPU, 33%, 10%, 03%, 06%, GPU, , MEM, 487408, 383984, N/A, IO, , , , , , , NET, , , , , HUG, 1658, 105, 76
2025-02-25 11:06:59.383036000, Fcp, 31, 16350, 131851, CPU, 19%, 04%, 01%, 03%, GPU, , MEM, 501348, 398336, N/A, IO, , , , , , , NET, , , , , HUG, 1645, 104, 76
2025-02-25 11:07:00.385840000, Fcp, 32, 17978, 144923, CPU, 21%, 05%, 03%, 02%, GPU, , MEM, 514912, 412588, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 104, 76
2025-02-25 11:07:01.396310000, Fcp, 33, 19698, 158715, CPU, 21%, 04%, 02%, 01%, GPU, , MEM, 529188, 427092, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 105, 76
2025-02-25 11:07:02.400922000, Fcp, 34, 21398, 172363, CPU, 37%, 07%, 03%, 03%, GPU, , MEM, 543372, 441872, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 104, 76
2025-02-25 11:07:03.406170000, Fcp, 35, 23224, 187019, CPU, 43%, 12%, 06%, 06%, GPU, , MEM, 559764, 458664, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 105, 76
2025-02-25 11:07:04.412583000, Fcp, 36, 24816, 199803, CPU, 10%, 02%, 00%, 01%, GPU, , MEM, 573716, 473068, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 104, 76
2025-02-25 11:07:05.423236000, Fcp, 37, 26574, 213915, CPU, 28%, 07%, 03%, 03%, GPU, , MEM, 589636, 489508, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 105, 76
2025-02-25 11:07:06.431398000, Fcp, 38, 28272, 227547, CPU, 22%, 06%, 02%, 04%, GPU, , MEM, 605028, 505356, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 104, 76
2025-02-25 11:07:07.435165000, Fcp, 39, 30000, 241419, CPU, 25%, 05%, 02%, 02%, GPU, , MEM, 620708, 521408, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 105, 78
2025-02-25 11:07:08.447011000, Fcp, 40, 31752, 255515, CPU, 12%, 05%, 01%, 03%, GPU, , MEM, 636616, 537796, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 104, 76
2025-02-25 11:07:09.460382000, Fcp, 41, 33427, 268987, CPU, 10%, 04%, 02%, 01%, GPU, , MEM, 644636, 546292, N/A, IO, , , , , , , NET, , , , , HUG, 1653, 105, 76
2025-02-25 11:07:11.477557000, Fcp, 43, 36685, 295147, CPU, 19%, 04%, 02%, 02%, GPU, , MEM, 671472, 573960, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 105, 76
2025-02-25 11:07:13.497930000, Fcp, 45, 39663, 318907, CPU, 36%, 05%, 02%, 03%, GPU, , MEM, 696320, 599860, N/A, IO, , , , , , , NET, , , , , HUG, 1649, 104, 76
2025-02-25 11:07:15.522824000, Fcp, 47, 39663, 1051, CPU, 33%, 12%, 01%, 10%, GPU, , MEM, 384608, 267148, N/A, IO, , , , , , , NET, , , , , HUG, 1637, 104, 76
