2025-02-06 07:58:06.693304000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2025-03-10 08:41:37.124439000, Fcp, 130, 36, 1032, CPU, 19%, 00%, 00%, 00%, GPU, , MEM, 345552, 242164, N/A, IO, , , , , , , NET, , , , , HUG, 1543, 90, 72
2025-03-10 08:41:42.174098000, Fcp, 135, 36, 1032, CPU, 41%, 02%, 01%, 01%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:41:44.199342000, Fcp, 137, 36, 1032, CPU, 18%, 00%, 00%, 00%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:41:52.272149000, Fcp, 145, 36, 1032, CPU, 42%, 03%, 00%, 02%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:41:54.298737000, Fcp, 147, 36, 1032, CPU, 18%, 01%, 00%, 01%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:41:56.330079000, Fcp, 149, 36, 1032, CPU, 47%, 01%, 00%, 00%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:41:57.340470000, Fcp, 150, 36, 1032, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 345584, 242036, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:42:08.452392000, Fcp, 161, 36, 1032, CPU, 31%, 01%, 00%, 01%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:16.554025000, Fcp, 169, 36, 1032, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:19.573062000, Fcp, 172, 36, 1032, CPU, 36%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:27.659044000, Fcp, 180, 36, 1032, CPU, 57%, 02%, 01%, 01%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:28.671800000, Fcp, 181, 36, 1032, CPU, 31%, 03%, 01%, 02%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:29.684919000, Fcp, 182, 36, 1032, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1538, 90, 72
2025-03-10 08:42:37.775041000, Fcp, 191, 36, 1032, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:42:39.803841000, Fcp, 193, 36, 1032, CPU, 35%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:42:40.805924000, Fcp, 194, 36, 1032, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 345600, 242064, N/A, IO, , , , , , , NET, , , , , HUG, 1539, 90, 72
2025-03-10 08:42:54.923496000, Fcp, 208, 63, 1037, CPU, 47%, 02%, 01%, 01%, GPU, , MEM, 356792, 249032, N/A, IO, , , , , , , NET, , , , , HUG, 1608, 90, 72
2025-03-10 08:42:55.938463000, Fcp, 209, 63, 1037, CPU, 24%, 03%, 01%, 02%, GPU, , MEM, 356792, 249032, N/A, IO, , , , , , , NET, , , , , HUG, 1608, 90, 72
2025-03-10 08:43:02.988291000, Fcp, 216, 75, 1043, CPU, 50%, 01%, 01%, 00%, GPU, , MEM, 362244, 254480, N/A, IO, , , , , , , NET, , , , , HUG, 1612, 92, 72
2025-03-10 08:43:04.989582000, Fcp, 218, 75, 1043, CPU, 24%, 03%, 02%, 00%, GPU, , MEM, 362244, 254480, N/A, IO, , , , , , , NET, , , , , HUG, 1612, 92, 72
2025-04-10 14:20:12.556568000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2025-04-10 14:20:13.577099000, Fcp, 25, 6, 0, CPU, 15%, 00%, 00%, 00%, GPU, , MEM, 181176, 138860, N/A, IO, , , , , , , NET, , , , , HUG, 962, 34, 34
2025-04-10 14:20:14.594152000, Fcp, 26, 6, 0, CPU, 85%, 12%, 08%, 03%, GPU, , MEM, 181912, 139272, N/A, IO, , , , , , , NET, , , , , HUG, 968, 34, 34
2025-04-10 14:20:15.620134000, Fcp, 27, 6, 0, CPU, 98%, 12%, 08%, 04%, GPU, , MEM, 182600, 139760, N/A, IO, , , , , , , NET, , , , , HUG, 968, 34, 34
2025-04-10 14:20:16.638340000, Fcp, 28, 6, 0, CPU, 97%, 11%, 08%, 03%, GPU, , MEM, 183192, 140260, N/A, IO, , , , , , , NET, , , , , HUG, 968, 34, 34
2025-04-10 14:20:17.650779000, Fcp, 29, 6, 0, CPU, 99%, 09%, 07%, 02%, GPU, , MEM, 183624, 140632, N/A, IO, , , , , , , NET, , , , , HUG, 970, 34, 34
2025-04-10 14:20:18.690271000, Fcp, 30, 6, 0, CPU, 99%, 12%, 07%, 05%, GPU, , MEM, 185600, 141072, N/A, IO, , , , , , , NET, , , , , HUG, 981, 35, 34
2025-04-10 14:20:19.714794000, Fcp, 31, 6, 0, CPU, 99%, 05%, 04%, 01%, GPU, , MEM, 189644, 143344, N/A, IO, , , , , , , NET, , , , , HUG, 989, 35, 34
2025-04-10 14:20:20.735124000, Fcp, 32, 6, 0, CPU, 99%, 09%, 06%, 03%, GPU, , MEM, 194248, 146136, N/A, IO, , , , , , , NET, , , , , HUG, 995, 35, 34
2025-04-10 14:20:21.773255000, Fcp, 33, 6, 0, CPU, 99%, 09%, 07%, 02%, GPU, , MEM, 199908, 149500, N/A, IO, , , , , , , NET, , , , , HUG, 1005, 35, 34
2025-04-10 14:20:22.787857000, Fcp, 34, 6, 0, CPU, 78%, 11%, 09%, 01%, GPU, , MEM, 206024, 153328, N/A, IO, , , , , , , NET, , , , , HUG, 1011, 35, 34
2025-04-10 14:20:24.810596000, Fcp, 36, 6, 0, CPU, 72%, 11%, 09%, 01%, GPU, , MEM, 217908, 161060, N/A, IO, , , , , , , NET, , , , , HUG, 1008, 35, 34
2025-04-10 14:20:25.826201000, Fcp, 38, 6, 0, CPU, 23%, 12%, 10%, 01%, GPU, , MEM, 224184, 165488, N/A, IO, , , , , , , NET, , , , , HUG, 1012, 35, 34
2025-04-10 14:20:26.839067000, Fcp, 39, 6, 0, CPU, 62%, 11%, 10%, 01%, GPU, , MEM, 236676, 176340, N/A, IO, , , , , , , NET, , , , , HUG, 1012, 35, 34
2025-04-10 14:20:29.872978000, Fcp, 42, 6, 0, CPU, 35%, 13%, 11%, 01%, GPU, , MEM, 254320, 194048, N/A, IO, , , , , , , NET, , , , , HUG, 1033, 36, 35
2025-04-10 14:20:32.893118000, Fcp, 45, 6, 0, CPU, 53%, 11%, 08%, 03%, GPU, , MEM, 270516, 201700, N/A, IO, , , , , , , NET, , , , , HUG, 1062, 36, 36
2025-04-10 14:20:34.962692000, Fcp, 47, 41, 1038, CPU, 71%, 16%, 12%, 04%, GPU, , MEM, 288688, 211372, N/A, IO, , , , , , , NET, , , , , HUG, 1284, 45, 36
2025-04-10 14:20:39.026321000, Fcp, 51, 78, 1046, CPU, 51%, 11%, 08%, 02%, GPU, , MEM, 304540, 217488, N/A, IO, , , , , , , NET, , , , , HUG, 1306, 56, 50
2025-04-10 14:20:40.042787000, Fcp, 52, 78, 1046, CPU, 29%, 11%, 09%, 01%, GPU, , MEM, 306432, 218084, N/A, IO, , , , , , , NET, , , , , HUG, 1313, 65, 62
2025-04-10 14:20:42.058232000, Fcp, 54, 78, 1047, CPU, 44%, 13%, 08%, 05%, GPU, , MEM, 339780, 245320, N/A, IO, , , , , , , NET, , , , , HUG, 1414, 67, 74
2025-04-10 14:20:44.075473000, Fcp, 56, 78, 1047, CPU, 67%, 14%, 06%, 07%, GPU, , MEM, 362316, 257780, N/A, IO, , , , , , , NET, , , , , HUG, 1616, 86, 68
2025-04-10 14:20:45.078314000, Fcp, 57, 78, 1047, CPU, 34%, 07%, 06%, 00%, GPU, , MEM, 366544, 261644, N/A, IO, , , , , , , NET, , , , , HUG, 1616, 88, 68
2025-04-10 14:20:46.090838000, Fcp, 58, 78, 1047, CPU, 07%, 01%, 00%, 00%, GPU, , MEM, 366544, 261644, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 68
2025-04-10 14:20:48.107923000, Fcp, 60, 81, 1047, CPU, 28%, 07%, 04%, 03%, GPU, , MEM, 368500, 262596, N/A, IO, , , , , , , NET, , , , , HUG, 1616, 86, 68
2025-04-10 14:20:53.141892000, Fcp, 65, 81, 1047, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 361348, 255356, N/A, IO, , , , , , , NET, , , , , HUG, 1619, 85, 68
2025-04-10 14:20:54.154306000, Fcp, 66, 81, 1047, CPU, 28%, 01%, 01%, 00%, GPU, , MEM, 361348, 255356, N/A, IO, , , , , , , NET, , , , , HUG, 1619, 85, 68
2025-04-10 14:20:56.174356000, Fcp, 68, 81, 1047, CPU, 60%, 01%, 00%, 00%, GPU, , MEM, 361428, 255352, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:20:58.190088000, Fcp, 70, 81, 1047, CPU, 35%, 05%, 02%, 02%, GPU, , MEM, 361320, 255144, N/A, IO, , , , , , , NET, , , , , HUG, 1601, 85, 68
2025-04-10 14:21:03.259389000, Fcp, 75, 81, 1047, CPU, 80%, 02%, 01%, 01%, GPU, , MEM, 362280, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:06.258875000, Fcp, 78, 81, 1047, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 362280, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:07.318307000, Fcp, 79, 81, 1047, CPU, 99%, 01%, 00%, 00%, GPU, , MEM, 362288, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:08.359188000, Fcp, 80, 81, 1047, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 362288, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:09.370922000, Fcp, 81, 81, 1047, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 362288, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:10.412505000, Fcp, 82, 81, 1047, CPU, 99%, 02%, 00%, 01%, GPU, , MEM, 362288, 257016, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:12.483763000, Fcp, 84, 81, 1047, CPU, 97%, 02%, 00%, 02%, GPU, , MEM, 362300, 257020, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 85, 68
2025-04-10 14:21:14.508440000, Fcp, 86, 81, 1047, CPU, 62%, 00%, 00%, 00%, GPU, , MEM, 362300, 257020, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 84, 68
2025-04-10 14:21:15.515223000, Fcp, 87, 81, 1047, CPU, 53%, 01%, 00%, 00%, GPU, , MEM, 362164, 256772, N/A, IO, , , , , , , NET, , , , , HUG, 1592, 85, 68
2025-04-10 14:21:22.595560000, Fcp, 94, 81, 1047, CPU, 27%, 00%, 00%, 00%, GPU, , MEM, 363660, 256556, N/A, IO, , , , , , , NET, , , , , HUG, 1604, 87, 68
2025-04-10 14:21:32.672341000, Fcp, 104, 81, 1047, CPU, 05%, 03%, 01%, 02%, GPU, , MEM, 368736, 260828, N/A, IO, , , , , , , NET, , , , , HUG, 1608, 87, 69
2025-04-10 14:21:34.674087000, Fcp, 106, 81, 1047, CPU, 41%, 03%, 01%, 01%, GPU, , MEM, 368740, 260828, N/A, IO, , , , , , , NET, , , , , HUG, 1608, 87, 69
2025-04-10 14:21:35.678794000, Fcp, 107, 81, 1047, CPU, 18%, 03%, 03%, 00%, GPU, , MEM, 365776, 257888, N/A, IO, , , , , , , NET, , , , , HUG, 1608, 88, 67
2025-04-10 14:22:15.965158000, Fcp, 148, 81, 1047, CPU, 18%, 00%, 00%, 00%, GPU, , MEM, 356388, 248344, N/A, IO, , , , , , , NET, , , , , HUG, 1604, 86, 67
2025-04-10 14:23:16.380319000, Fcp, 208, 81, 1047, CPU, 12%, 01%, 00%, 00%, GPU, , MEM, 358772, 250888, N/A, IO, , , , , , , NET, , , , , HUG, 1612, 87, 67
2025-04-10 14:23:44.544700000, Fcp, 236, 81, 1047, CPU, 35%, 00%, 00%, 00%, GPU, , MEM, 358800, 250844, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 87, 67
2025-04-10 14:23:46.594246000, Fcp, 238, 81, 1047, CPU, 89%, 01%, 00%, 00%, GPU, , MEM, 358836, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:23:47.600519000, Fcp, 239, 81, 1047, CPU, 46%, 00%, 00%, 00%, GPU, , MEM, 358836, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:23:48.613051000, Fcp, 240, 81, 1047, CPU, 12%, 00%, 00%, 00%, GPU, , MEM, 358836, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:23:50.632954000, Fcp, 242, 81, 1047, CPU, 42%, 01%, 00%, 00%, GPU, , MEM, 358836, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:23:55.731672000, Fcp, 247, 81, 1047, CPU, 66%, 02%, 01%, 00%, GPU, , MEM, 358836, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:23:59.769901000, Fcp, 251, 81, 1047, CPU, 40%, 00%, 00%, 00%, GPU, , MEM, 358828, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 87, 67
2025-04-10 14:24:05.817741000, Fcp, 258, 81, 1047, CPU, 16%, 00%, 00%, 00%, GPU, , MEM, 358828, 250852, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 87, 67
2025-04-10 14:24:16.917425000, Fcp, 269, 81, 1047, CPU, 13%, 00%, 00%, 00%, GPU, , MEM, 358812, 250820, N/A, IO, , , , , , , NET, , , , , HUG, 1612, 87, 67
2025-04-10 14:24:33.040040000, Fcp, 285, 81, 1047, CPU, 60%, 00%, 00%, 00%, GPU, , MEM, 358820, 250820, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 88, 67
2025-04-10 14:24:38.147018000, Fcp, 290, 81, 1047, CPU, 90%, 00%, 00%, 00%, GPU, , MEM, 358788, 250816, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 88, 67
2025-04-10 14:24:39.163214000, Fcp, 291, 81, 1047, CPU, 67%, 00%, 00%, 00%, GPU, , MEM, 358804, 250816, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 87, 67
2025-04-10 14:24:41.637354000, Fcp, 293, 81, 1047, CPU, 99%, 01%, 00%, 01%, GPU, , MEM, 358876, 250948, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 88, 67
2025-04-10 14:24:43.698542000, Fcp, 295, 81, 1047, CPU, 99%, 01%, 00%, 00%, GPU, , MEM, 358916, 250948, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 88, 67
2025-04-10 14:24:45.835459000, Fcp, 298, 81, 1047, CPU, 78%, 00%, 00%, 00%, GPU, , MEM, 359136, 251040, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 67
2025-04-10 14:24:47.910380000, Fcp, 300, 81, 1047, CPU, 97%, 01%, 00%, 00%, GPU, , MEM, 359196, 251104, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 67
2025-04-10 14:24:50.976120000, Fcp, 303, 81, 1047, CPU, 26%, 00%, 00%, 00%, GPU, , MEM, 359268, 251168, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 67
2025-04-10 14:24:52.996064000, Fcp, 305, 81, 1047, CPU, 58%, 01%, 00%, 01%, GPU, , MEM, 359308, 251168, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 67
2025-04-10 14:24:55.032023000, Fcp, 307, 81, 1047, CPU, 26%, 00%, 00%, 00%, GPU, , MEM, 359372, 251232, N/A, IO, , , , , , , NET, , , , , HUG, 1613, 88, 67
2025-04-10 14:25:18.272594000, Fcp, 330, 81, 1047, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 359040, 250880, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 88, 66
2025-04-10 14:25:45.608346000, Fcp, 357, 81, 1047, CPU, 42%, 00%, 00%, 00%, GPU, , MEM, 359368, 251268, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 88, 66
2025-04-10 14:25:51.683268000, Fcp, 363, 81, 1047, CPU, 16%, 01%, 00%, 00%, GPU, , MEM, 359384, 251272, N/A, IO, , , , , , , NET, , , , , HUG, 1617, 89, 66
2025-04-10 14:26:18.937133000, Fcp, 391, 81, 1047, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 360520, 252112, N/A, IO, , , , , , , NET, , , , , HUG, 1624, 89, 66
2025-04-10 14:26:54.215514000, Fcp, 426, 81, 1047, CPU, 31%, 01%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:26:57.246478000, Fcp, 429, 81, 1047, CPU, 57%, 03%, 01%, 02%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:26:58.250943000, Fcp, 430, 81, 1047, CPU, 34%, 00%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:26:59.261932000, Fcp, 431, 81, 1047, CPU, 55%, 00%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:27:04.319045000, Fcp, 436, 81, 1047, CPU, 24%, 01%, 01%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:27:19.487283000, Fcp, 451, 81, 1047, CPU, 08%, 01%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:27:27.589729000, Fcp, 459, 81, 1047, CPU, 30%, 00%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:27:29.600839000, Fcp, 461, 81, 1047, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 360428, 251788, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:27:56.805967000, Fcp, 489, 81, 1047, CPU, 34%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:27:59.268438000, Fcp, 491, 81, 1047, CPU, 55%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:00.387731000, Fcp, 492, 81, 1047, CPU, 95%, 01%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:01.401987000, Fcp, 493, 81, 1047, CPU, 96%, 01%, 00%, 01%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:02.406300000, Fcp, 494, 81, 1047, CPU, 52%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:05.449437000, Fcp, 497, 81, 1047, CPU, 31%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:07.486827000, Fcp, 499, 81, 1047, CPU, 70%, 02%, 00%, 01%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:09.518514000, Fcp, 501, 81, 1047, CPU, 20%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:10.524595000, Fcp, 502, 81, 1047, CPU, 43%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:11.532123000, Fcp, 503, 81, 1047, CPU, 71%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:12.544124000, Fcp, 504, 81, 1047, CPU, 44%, 01%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:13.560494000, Fcp, 505, 81, 1047, CPU, 82%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:16.893863000, Fcp, 509, 81, 1047, CPU, 44%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:17.900601000, Fcp, 510, 81, 1047, CPU, 75%, 01%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:18.915967000, Fcp, 511, 81, 1047, CPU, 50%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1614, 89, 66
2025-04-10 14:28:20.937149000, Fcp, 513, 81, 1047, CPU, 76%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:24.023328000, Fcp, 516, 81, 1047, CPU, 49%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:26.053740000, Fcp, 518, 81, 1047, CPU, 23%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 88, 66
2025-04-10 14:28:33.113035000, Fcp, 525, 81, 1047, CPU, 47%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:35.126952000, Fcp, 527, 81, 1047, CPU, 16%, 00%, 00%, 00%, GPU, , MEM, 360568, 251968, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:39.168961000, Fcp, 531, 81, 1047, CPU, 44%, 06%, 04%, 02%, GPU, , MEM, 360416, 251780, N/A, IO, , , , , , , NET, , , , , HUG, 1615, 89, 66
2025-04-10 14:28:42.184510000, Fcp, 534, 81, 1047, CPU, 21%, 00%, 00%, 00%, GPU, , MEM, 360404, 251744, N/A, IO, , , , , , , NET, , , , , HUG, 1611, 88, 66
2025-04-10 14:28:50.580115000, Fcp, 542, 81, 1047, CPU, 72%, 00%, 00%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 88, 66
2025-04-10 14:28:52.588101000, Fcp, 544, 81, 1047, CPU, 45%, 00%, 00%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 88, 66
2025-04-10 14:28:54.622387000, Fcp, 546, 81, 1047, CPU, 15%, 01%, 00%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 88, 66
2025-04-10 14:29:03.728162000, Fcp, 555, 81, 1047, CPU, 41%, 02%, 01%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 88, 66
2025-04-10 14:29:08.788287000, Fcp, 560, 81, 1047, CPU, 13%, 00%, 00%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1610, 88, 66
2025-04-10 14:29:21.913905000, Fcp, 574, 81, 1047, CPU, 21%, 01%, 00%, 00%, GPU, , MEM, 360420, 251776, N/A, IO, , , , , , , NET, , , , , HUG, 1611, 88, 66
2025-04-10 14:30:22.469418000, Fcp, 634, 81, 1047, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 360644, 252008, N/A, IO, , , , , , , NET, , , , , HUG, 1609, 88, 66
2025-04-10 14:31:17.912735000, Fcp, 690, 81, 1047, CPU, 30%, 00%, 00%, 00%, GPU, , MEM, 360252, 251888, N/A, IO, , , , , , , NET, , , , , HUG, 1598, 86, 66
2025-04-10 14:31:22.956199000, Fcp, 695, 81, 1047, CPU, 28%, 00%, 00%, 00%, GPU, , MEM, 360252, 251888, N/A, IO, , , , , , , NET, , , , , HUG, 1599, 86, 66
2025-04-10 14:31:53.267283000, Fcp, 725, 81, 1047, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 360124, 251840, N/A, IO, , , , , , , NET, , , , , HUG, 1598, 86, 66
2025-04-10 14:32:02.355244000, Fcp, 734, 81, 1047, CPU, 26%, 00%, 00%, 00%, GPU, , MEM, 360124, 251840, N/A, IO, , , , , , , NET, , , , , HUG, 1598, 86, 66
2025-04-10 14:32:16.467658000, Fcp, 748, 81, 1047, CPU, 50%, 01%, 00%, 00%, GPU, , MEM, 360348, 252224, N/A, IO, , , , , , , NET, , , , , HUG, 1604, 86, 66
2025-04-10 14:32:23.565678000, Fcp, 755, 81, 1047, CPU, 34%, 01%, 00%, 01%, GPU, , MEM, 360348, 252224, N/A, IO, , , , , , , NET, , , , , HUG, 1605, 86, 66
2025-04-10 14:32:25.591248000, Fcp, 757, 81, 1047, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 360348, 252224, N/A, IO, , , , , , , NET, , , , , HUG, 1605, 86, 66
2025-04-10 14:33:24.085369000, Fcp, 816, 81, 1047, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 360372, 252156, N/A, IO, , , , , , , NET, , , , , HUG, 1599, 86, 66
2025-04-10 14:33:27.110626000, Fcp, 819, 81, 1047, CPU, 47%, 00%, 00%, 00%, GPU, , MEM, 360372, 252156, N/A, IO, , , , , , , NET, , , , , HUG, 1599, 86, 66
