2024-10-22 08:49:27.235010000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2024-10-22 08:49:28.245471000, Fcp, 7, 0, 0, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 229644, 184852, N/A, IO, , , , , , , NET, , , , , HUG, 1119, 37, 41
2024-10-22 08:49:29.262128000, Fcp, 8, 0, 0, CPU, 04%, 02%, 01%, 00%, GPU, , MEM, 272676, 219116, N/A, IO, , , , , , , NET, , , , , HUG, 1165, 38, 43
2024-10-22 08:49:30.262795000, Fcp, 9, 35, 1038, CPU, 02%, 02%, 01%, 00%, GPU, , MEM, 304724, 236688, N/A, IO, , , , , , , NET, , , , , HUG, 1386, 50, 43
2024-10-22 08:49:31.267248000, Fcp, 10, 81, 1038, CPU, 05%, 02%, 01%, 00%, GPU, , MEM, 327512, 251740, N/A, IO, , , , , , , NET, , , , , HUG, 1427, 68, 77
2024-10-22 08:49:33.282903000, Fcp, 12, 85, 1046, CPU, 06%, 02%, 01%, 00%, GPU, , MEM, 385392, 294136, N/A, IO, , , , , , , NET, , , , , HUG, 1722, 88, 77
2024-10-22 08:49:44.291670000, Fcp, 23, 88, 1046, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 374356, 278960, N/A, IO, , , , , , , NET, , , , , HUG, 1753, 89, 82
2024-10-22 08:49:53.299263000, Fcp, 32, 253, 2413, CPU, 10%, 07%, 06%, 01%, GPU, , MEM, 410604, 310020, N/A, IO, , , , , , , NET, , , , , HUG, 1819, 95, 77
2024-10-22 08:50:28.325841000, Fcp, 67, 457, 2499, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 410128, 302756, N/A, IO, , , , , , , NET, , , , , HUG, 1940, 95, 73
2024-10-22 08:51:28.707760000, Fcp, 128, 444, 2490, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 410568, 303500, N/A, IO, , , , , , , NET, , , , , HUG, 1905, 95, 73
2024-10-22 08:52:29.427540000, Fcp, 188, 443, 2489, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 415572, 309036, N/A, IO, , , , , , , NET, , , , , HUG, 1909, 95, 73
2024-10-22 08:53:30.164948000, Fcp, 249, 444, 2490, CPU, 06%, 00%, 00%, 00%, GPU, , MEM, 415472, 308684, N/A, IO, , , , , , , NET, , , , , HUG, 1896, 95, 73
2024-10-22 08:54:30.926087000, Fcp, 310, 457, 2499, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 416000, 308764, N/A, IO, , , , , , , NET, , , , , HUG, 1887, 94, 73
2024-10-22 08:55:31.876252000, Fcp, 371, 443, 2499, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 416128, 308768, N/A, IO, , , , , , , NET, , , , , HUG, 1891, 94, 73
2024-10-22 08:56:32.166619000, Fcp, 431, 443, 2499, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 416172, 309000, N/A, IO, , , , , , , NET, , , , , HUG, 1882, 94, 73
2024-10-22 08:57:32.729764000, Fcp, 492, 457, 2499, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 414584, 308792, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 94, 73
2024-10-22 08:58:17.966281000, Fcp, 537, 457, 2499, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 414528, 308916, N/A, IO, , , , , , , NET, , , , , HUG, 1873, 95, 73
2024-10-22 08:58:21.051544000, Fcp, 540, 457, 2499, CPU, 83%, 03%, 02%, 01%, GPU, , MEM, 414152, 308476, N/A, IO, , , , , , , NET, , , , , HUG, 1873, 94, 73
2024-10-22 08:58:23.058950000, Fcp, 542, 457, 2499, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 414156, 308476, N/A, IO, , , , , , , NET, , , , , HUG, 1873, 95, 73
2024-10-22 08:58:33.135128000, Fcp, 552, 443, 2489, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 414184, 308476, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 95, 73
2024-10-22 08:58:43.234358000, Fcp, 562, 457, 2499, CPU, 28%, 00%, 00%, 00%, GPU, , MEM, 414388, 308696, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 95, 73
2024-10-22 08:58:45.249158000, Fcp, 564, 457, 2499, CPU, 66%, 01%, 00%, 00%, GPU, , MEM, 414388, 308696, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 95, 73
2024-10-22 08:58:46.264727000, Fcp, 565, 457, 2499, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 414388, 308696, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 95, 73
2024-10-22 08:58:51.299027000, Fcp, 570, 457, 2499, CPU, 30%, 00%, 00%, 00%, GPU, , MEM, 414392, 308696, N/A, IO, , , , , , , NET, , , , , HUG, 1875, 95, 73
2024-10-22 08:58:54.329013000, Fcp, 573, 457, 2499, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 414392, 308696, N/A, IO, , , , , , , NET, , , , , HUG, 1875, 94, 73
2024-10-22 08:59:33.601467000, Fcp, 613, 443, 2489, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 414312, 308620, N/A, IO, , , , , , , NET, , , , , HUG, 1873, 94, 73
2024-10-22 09:00:33.936689000, Fcp, 673, 444, 2489, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 414212, 308628, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 94, 73
2024-10-22 09:01:34.369525000, Fcp, 733, 443, 2490, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 414428, 308668, N/A, IO, , , , , , , NET, , , , , HUG, 1876, 94, 73
2024-10-22 09:02:34.674204000, Fcp, 794, 443, 2489, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 414676, 309036, N/A, IO, , , , , , , NET, , , , , HUG, 1874, 94, 73
2024-10-22 09:03:35.264867000, Fcp, 854, 444, 2489, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 414704, 309036, N/A, IO, , , , , , , NET, , , , , HUG, 1876, 92, 73
2024-10-22 09:04:35.579220000, Fcp, 915, 441, 2489, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 415124, 309404, N/A, IO, , , , , , , NET, , , , , HUG, 1877, 93, 73
2024-10-22 09:05:36.007075000, Fcp, 975, 443, 2489, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 414860, 309124, N/A, IO, , , , , , , NET, , , , , HUG, 1876, 94, 73
2024-10-22 09:06:24.293707000, Fcp, 1023, 492, 3780, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 432804, 327684, N/A, IO, , , , , , , NET, , , , , HUG, 1900, 93, 73
2024-10-22 09:06:36.301906000, Fcp, 1035, 492, 3780, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 436200, 330916, N/A, IO, , , , , , , NET, , , , , HUG, 1901, 94, 73
2024-10-22 09:06:39.302947000, Fcp, 1038, 1236, 4217, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 438528, 333452, N/A, IO, , , , , , , NET, , , , , HUG, 1923, 96, 75
2024-10-22 09:06:50.312732000, Fcp, 1049, 1462, 4292, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 459732, 354924, N/A, IO, , , , , , , NET, , , , , HUG, 1924, 97, 75
2024-10-22 09:06:51.313031000, Fcp, 1050, 1462, 4128, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 441320, 337064, N/A, IO, , , , , , , NET, , , , , HUG, 1923, 95, 77
2024-10-22 09:06:58.318346000, Fcp, 1057, 1464, 4292, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 460256, 355884, N/A, IO, , , , , , , NET, , , , , HUG, 1933, 98, 75
2024-10-22 09:07:04.323587000, Fcp, 1063, 1465, 4238, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 439552, 335148, N/A, IO, , , , , , , NET, , , , , HUG, 1947, 99, 77
2024-10-22 09:07:22.336767000, Fcp, 1081, 1466, 4402, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 463688, 358412, N/A, IO, , , , , , , NET, , , , , HUG, 1952, 100, 75
2024-10-22 09:07:23.337882000, Fcp, 1082, 1466, 4398, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 445816, 339712, N/A, IO, , , , , , , NET, , , , , HUG, 1954, 99, 75
2024-10-22 09:07:36.349299000, Fcp, 1095, 1466, 4238, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 448180, 342544, N/A, IO, , , , , , , NET, , , , , HUG, 1953, 99, 77
2024-10-22 09:07:42.352966000, Fcp, 1101, 1466, 4400, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 465904, 361004, N/A, IO, , , , , , , NET, , , , , HUG, 1956, 99, 75
2024-10-22 09:07:46.357394000, Fcp, 1105, 1466, 4398, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 448168, 342864, N/A, IO, , , , , , , NET, , , , , HUG, 1959, 100, 75
2024-10-22 09:07:59.366314000, Fcp, 1119, 1466, 4402, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 467996, 362916, N/A, IO, , , , , , , NET, , , , , HUG, 1955, 99, 75
2024-10-22 09:08:20.381754000, Fcp, 1140, 1466, 4398, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 448768, 343756, N/A, IO, , , , , , , NET, , , , , HUG, 1917, 100, 75
2024-10-22 09:08:25.386322000, Fcp, 1145, 1466, 4407, CPU, 39%, 00%, 00%, 00%, GPU, , MEM, 449104, 345624, N/A, IO, , , , , , , NET, , , , , HUG, 1918, 101, 75
2024-10-22 09:08:27.388186000, Fcp, 1147, 1466, 4407, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 446736, 340396, N/A, IO, , , , , , , NET, , , , , HUG, 1913, 101, 75
2024-10-22 09:08:31.391055000, Fcp, 1151, 2317, 6772, CPU, 02%, 01%, 01%, 00%, GPU, , MEM, 509892, 401488, N/A, IO, , , , , , , NET, , , , , HUG, 1969, 111, 96
2024-10-22 09:08:36.398362000, Fcp, 1156, 2550, 8853, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 524256, 414868, N/A, IO, , , , , , , NET, , , , , HUG, 1995, 117, 104
2024-10-22 09:08:37.399118000, Fcp, 1157, 2550, 8917, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 478792, 370100, N/A, IO, , , , , , , NET, , , , , HUG, 1993, 117, 102
2024-10-22 09:08:40.401333000, Fcp, 1160, 3376, 9327, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 484904, 375664, N/A, IO, , , , , , , NET, , , , , HUG, 2000, 119, 104
2024-10-22 09:08:56.413113000, Fcp, 1176, 3376, 8698, CPU, 25%, 00%, 00%, 00%, GPU, , MEM, 471540, 363228, N/A, IO, , , , , , , NET, , , , , HUG, 2000, 118, 106
2024-10-22 09:08:57.414214000, Fcp, 1177, 3376, 8045, CPU, 14%, 00%, 00%, 00%, GPU, , MEM, 492744, 386628, N/A, IO, , , , , , , NET, , , , , HUG, 1996, 118, 104
2024-10-22 09:09:03.419408000, Fcp, 1183, 3376, 8045, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 471628, 364672, N/A, IO, , , , , , , NET, , , , , HUG, 1996, 118, 104
2024-10-22 09:09:36.445155000, Fcp, 1216, 3376, 8027, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 481300, 373676, N/A, IO, , , , , , , NET, , , , , HUG, 2019, 118, 102
2024-10-22 09:10:03.465628000, Fcp, 1243, 3376, 8372, CPU, 32%, 01%, 00%, 00%, GPU, , MEM, 478600, 372520, N/A, IO, , , , , , , NET, , , , , HUG, 2004, 117, 106
2024-10-22 09:10:04.465863000, Fcp, 1244, 3376, 8535, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 480288, 374036, N/A, IO, , , , , , , NET, , , , , HUG, 2005, 118, 104
2024-10-22 09:10:36.488099000, Fcp, 1276, 3282, 8372, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 478392, 370264, N/A, IO, , , , , , , NET, , , , , HUG, 2005, 117, 108
2024-10-22 09:11:36.531266000, Fcp, 1336, 3280, 8208, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 478972, 370548, N/A, IO, , , , , , , NET, , , , , HUG, 2049, 117, 98
2024-10-22 09:12:28.568744000, Fcp, 1388, 3376, 8930, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 533492, 424264, N/A, IO, , , , , , , NET, , , , , HUG, 2073, 118, 102
2024-10-22 09:12:33.573620000, Fcp, 1393, 3376, 9282, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 486284, 377456, N/A, IO, , , , , , , NET, , , , , HUG, 2072, 118, 102
2024-10-22 09:12:36.576507000, Fcp, 1396, 3376, 9288, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 486452, 377364, N/A, IO, , , , , , , NET, , , , , HUG, 2054, 119, 102
2024-10-22 09:13:36.624859000, Fcp, 1456, 3364, 9311, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 487844, 379784, N/A, IO, , , , , , , NET, , , , , HUG, 2044, 118, 98
2024-10-22 09:13:55.639917000, Fcp, 1475, 3377, 9921, CPU, 02%, 01%, 01%, 00%, GPU, , MEM, 507456, 399368, N/A, IO, , , , , , , NET, , , , , HUG, 2017, 118, 100
2024-10-22 09:14:02.645352000, Fcp, 1482, 3382, 10120, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 527900, 419988, N/A, IO, , , , , , , NET, , , , , HUG, 2019, 117, 104
2024-10-22 09:14:06.649226000, Fcp, 1486, 3382, 10157, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 494124, 384740, N/A, IO, , , , , , , NET, , , , , HUG, 2014, 117, 104
2024-10-22 09:14:36.669768000, Fcp, 1516, 3382, 9742, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 489328, 379928, N/A, IO, , , , , , , NET, , , , , HUG, 2017, 118, 104
2024-10-22 09:15:36.716705000, Fcp, 1576, 3382, 9576, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 501664, 393304, N/A, IO, , , , , , , NET, , , , , HUG, 2013, 118, 104
2024-10-22 09:16:36.778720000, Fcp, 1636, 3383, 8916, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 498956, 389592, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 116, 100
2024-10-22 09:16:38.791425000, Fcp, 1638, 3383, 8916, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 490864, 381444, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 118, 100
2024-10-22 09:17:37.194882000, Fcp, 1696, 3071, 8750, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 491108, 381460, N/A, IO, , , , , , , NET, , , , , HUG, 2025, 117, 100
2024-10-22 09:18:37.734430000, Fcp, 1757, 3254, 9757, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 489356, 385600, N/A, IO, , , , , , , NET, , , , , HUG, 2039, 118, 102
2024-10-22 09:19:37.773276000, Fcp, 1817, 3285, 9278, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 498172, 394180, N/A, IO, , , , , , , NET, , , , , HUG, 2044, 120, 104
2024-10-22 09:20:37.812557000, Fcp, 1877, 3248, 9252, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 497128, 394452, N/A, IO, , , , , , , NET, , , , , HUG, 2026, 120, 102
2024-10-22 09:21:38.122065000, Fcp, 1937, 3200, 8417, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 484976, 379888, N/A, IO, , , , , , , NET, , , , , HUG, 2019, 118, 100
2024-10-22 09:22:07.471032000, Fcp, 1967, 3384, 8601, CPU, 39%, 00%, 00%, 00%, GPU, , MEM, 485012, 381040, N/A, IO, , , , , , , NET, , , , , HUG, 2028, 118, 100
2024-10-22 09:22:08.485372000, Fcp, 1968, 3384, 8601, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 485012, 381040, N/A, IO, , , , , , , NET, , , , , HUG, 2028, 118, 100
2024-10-22 09:22:38.673401000, Fcp, 1998, 3086, 8284, CPU, 11%, 00%, 00%, 00%, GPU, , MEM, 485040, 381044, N/A, IO, , , , , , , NET, , , , , HUG, 2024, 118, 100
2024-10-22 09:23:36.199408000, Fcp, 2055, 3231, 8601, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 404864, 381164, N/A, IO, , , , , , , NET, , , , , HUG, 2029, 118, 100
2024-10-22 09:23:39.207861000, Fcp, 2058, 2954, 8301, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 405108, 381132, N/A, IO, , , , , , , NET, , , , , HUG, 2029, 118, 100
2024-10-22 09:24:39.921381000, Fcp, 2119, 2692, 8299, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 405228, 381108, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 118, 100
2024-10-22 09:24:49.975584000, Fcp, 2129, 2689, 8601, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 405264, 381188, N/A, IO, , , , , , , NET, , , , , HUG, 2025, 117, 100
2024-10-22 09:24:50.977608000, Fcp, 2130, 2683, 8601, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 405264, 381188, N/A, IO, , , , , , , NET, , , , , HUG, 2025, 116, 100
2024-10-22 09:25:40.316592000, Fcp, 2180, 2456, 8298, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 405668, 382500, N/A, IO, , , , , , , NET, , , , , HUG, 2024, 118, 100
2024-10-22 09:26:40.775200000, Fcp, 2240, 2260, 8299, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 405692, 382544, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 119, 100
2024-10-22 09:27:41.077877000, Fcp, 2300, 2071, 8193, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 405236, 382036, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 119, 100
2024-10-22 09:28:18.542506000, Fcp, 2338, 2072, 8197, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 405284, 382092, N/A, IO, , , , , , , NET, , , , , HUG, 2033, 119, 100
2024-10-22 09:28:19.562880000, Fcp, 2339, 2077, 8197, CPU, 63%, 01%, 00%, 00%, GPU, , MEM, 405284, 382092, N/A, IO, , , , , , , NET, , , , , HUG, 2033, 119, 100
2024-10-22 09:28:20.576915000, Fcp, 2340, 2075, 8197, CPU, 20%, 00%, 00%, 00%, GPU, , MEM, 405284, 382092, N/A, IO, , , , , , , NET, , , , , HUG, 2033, 118, 100
2024-10-22 09:28:41.751301000, Fcp, 2361, 1932, 7908, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 400644, 381688, N/A, IO, , , , , , , NET, , , , , HUG, 2020, 117, 100
2024-10-22 09:29:42.189071000, Fcp, 2421, 1785, 7651, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 400760, 381884, N/A, IO, , , , , , , NET, , , , , HUG, 2021, 117, 100
2024-10-22 09:30:12.349963000, Fcp, 2452, 1787, 7651, CPU, 32%, 00%, 00%, 00%, GPU, , MEM, 400820, 381988, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 116, 100
2024-10-22 09:30:13.355449000, Fcp, 2453, 1785, 7651, CPU, 06%, 00%, 00%, 00%, GPU, , MEM, 400820, 381988, N/A, IO, , , , , , , NET, , , , , HUG, 2027, 117, 100
2024-10-22 09:30:42.593748000, Fcp, 2482, 1673, 7433, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 400828, 381996, N/A, IO, , , , , , , NET, , , , , HUG, 2026, 116, 100
2024-10-22 09:31:43.039595000, Fcp, 2542, 1569, 7243, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 400948, 382308, N/A, IO, , , , , , , NET, , , , , HUG, 2068, 117, 100
2024-10-22 09:31:49.095581000, Fcp, 2548, 1570, 7243, CPU, 35%, 02%, 00%, 01%, GPU, , MEM, 401008, 382368, N/A, IO, , , , , , , NET, , , , , HUG, 2075, 118, 100
2024-10-22 09:31:52.111254000, Fcp, 2551, 1563, 7237, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 401008, 382368, N/A, IO, , , , , , , NET, , , , , HUG, 2067, 117, 100
2024-10-22 09:32:43.601236000, Fcp, 2603, 1475, 7071, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 400992, 382288, N/A, IO, , , , , , , NET, , , , , HUG, 2057, 116, 100
2024-10-22 09:33:44.160294000, Fcp, 2663, 1389, 6926, CPU, 06%, 00%, 00%, 00%, GPU, , MEM, 392804, 382048, N/A, IO, , , , , , , NET, , , , , HUG, 2031, 116, 100
2024-10-22 09:34:44.612113000, Fcp, 2724, 1339, 6800, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 392892, 382140, N/A, IO, , , , , , , NET, , , , , HUG, 2025, 117, 100
2024-10-22 09:35:45.627188000, Fcp, 2785, 1269, 6686, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 392888, 382152, N/A, IO, , , , , , , NET, , , , , HUG, 2019, 116, 100
2024-10-22 09:36:46.289244000, Fcp, 2846, 1215, 6585, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 392948, 382216, N/A, IO, , , , , , , NET, , , , , HUG, 2022, 116, 100
2024-10-22 09:37:46.631153000, Fcp, 2906, 1163, 6494, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 392912, 382196, N/A, IO, , , , , , , NET, , , , , HUG, 2014, 115, 100
2024-10-22 09:38:47.232598000, Fcp, 2966, 1131, 6426, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 381760, 382336, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 116, 100
2024-10-22 09:38:53.282674000, Fcp, 2973, 1124, 6428, CPU, 26%, 00%, 00%, 00%, GPU, , MEM, 381728, 382264, N/A, IO, , , , , , , NET, , , , , HUG, 2010, 116, 100
2024-10-22 09:38:56.318332000, Fcp, 2976, 1116, 6425, CPU, 81%, 02%, 01%, 00%, GPU, , MEM, 381732, 382264, N/A, IO, , , , , , , NET, , , , , HUG, 2010, 116, 100
2024-10-22 09:38:57.323628000, Fcp, 2977, 1123, 6425, CPU, 19%, 01%, 00%, 00%, GPU, , MEM, 381732, 382264, N/A, IO, , , , , , , NET, , , , , HUG, 2010, 116, 100
2024-10-22 09:39:17.502360000, Fcp, 2997, 1126, 6423, CPU, 52%, 00%, 00%, 00%, GPU, , MEM, 381768, 382340, N/A, IO, , , , , , , NET, , , , , HUG, 2016, 115, 100
2024-10-22 09:39:20.518384000, Fcp, 3000, 1122, 6423, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 381768, 382340, N/A, IO, , , , , , , NET, , , , , HUG, 2016, 117, 100
2024-10-22 09:39:47.699472000, Fcp, 3027, 1089, 6364, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 381780, 382324, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 117, 100
2024-10-22 09:40:48.269887000, Fcp, 3088, 1058, 6298, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 381660, 382096, N/A, IO, , , , , , , NET, , , , , HUG, 2016, 115, 100
2024-10-22 09:41:48.886636000, Fcp, 3148, 1034, 6248, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 381624, 382056, N/A, IO, , , , , , , NET, , , , , HUG, 2012, 117, 100
2024-10-22 09:42:49.346048000, Fcp, 3209, 1011, 6230, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 381720, 382288, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 115, 100
2024-10-22 09:43:50.119678000, Fcp, 3269, 980, 6220, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 370552, 381648, N/A, IO, , , , , , , NET, , , , , HUG, 2017, 116, 100
2024-10-22 09:44:34.481814000, Fcp, 3314, 993, 6220, CPU, 40%, 02%, 01%, 01%, GPU, , MEM, 366412, 381568, N/A, IO, , , , , , , NET, , , , , HUG, 2009, 115, 100
2024-10-22 09:44:35.485811000, Fcp, 3315, 990, 6220, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 366412, 381568, N/A, IO, , , , , , , NET, , , , , HUG, 2009, 117, 100
2024-10-22 09:44:50.592466000, Fcp, 3330, 962, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 366488, 381704, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 117, 100
2024-10-22 09:45:51.052116000, Fcp, 3390, 962, 6220, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 366568, 381912, N/A, IO, , , , , , , NET, , , , , HUG, 2012, 115, 100
2024-10-22 09:46:51.758566000, Fcp, 3451, 944, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 366616, 381912, N/A, IO, , , , , , , NET, , , , , HUG, 2010, 116, 100
2024-10-22 09:47:26.037404000, Fcp, 3485, 950, 6220, CPU, 21%, 00%, 00%, 00%, GPU, , MEM, 366668, 382300, N/A, IO, , , , , , , NET, , , , , HUG, 2011, 117, 100
2024-10-22 09:47:38.113066000, Fcp, 3497, 942, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 366688, 382332, N/A, IO, , , , , , , NET, , , , , HUG, 2011, 117, 100
2024-10-22 09:47:52.226614000, Fcp, 3511, 950, 6220, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 366784, 382460, N/A, IO, , , , , , , NET, , , , , HUG, 2017, 117, 100
2024-10-22 09:48:39.647365000, Fcp, 3559, 943, 6220, CPU, 24%, 00%, 00%, 00%, GPU, , MEM, 366752, 382356, N/A, IO, , , , , , , NET, , , , , HUG, 2009, 116, 100
2024-10-22 09:48:44.678962000, Fcp, 3564, 947, 6217, CPU, 02%, 00%, 00%, 00%, GPU, , MEM, 359720, 382356, N/A, IO, , , , , , , NET, , , , , HUG, 2009, 115, 100
2024-10-22 09:48:52.749082000, Fcp, 3572, 950, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 359760, 382428, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 117, 100
2024-10-22 09:49:53.111003000, Fcp, 3632, 950, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 359824, 382416, N/A, IO, , , , , , , NET, , , , , HUG, 2013, 117, 100
2024-10-22 09:50:53.858821000, Fcp, 3693, 950, 6220, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 359732, 381956, N/A, IO, , , , , , , NET, , , , , HUG, 2015, 115, 100
2024-10-22 09:51:54.615322000, Fcp, 3754, 950, 6220, CPU, 05%, 00%, 00%, 00%, GPU, , MEM, 359908, 382104, N/A, IO, , , , , , , NET, , , , , HUG, 2061, 116, 100
2024-10-22 09:52:54.987012000, Fcp, 3814, 950, 6220, CPU, 01%, 00%, 00%, 00%, GPU, , MEM, 360080, 382196, N/A, IO, , , , , , , NET, , , , , HUG, 2059, 116, 100
2024-10-22 09:53:42.529873000, Fcp, 3862, 946, 6220, CPU, 15%, 00%, 00%, 00%, GPU, , MEM, 287804, 382096, N/A, IO, , , , , , , NET, , , , , HUG, 2032, 115, 100
2024-10-22 09:53:55.743341000, Fcp, 3875, 950, 6220, CPU, 00%, 00%, 00%, 00%, GPU, , MEM, 287800, 381724, N/A, IO, , , , , , , NET, , , , , HUG, 2028, 115, 100
2024-10-22 09:54:56.305142000, Fcp, 3936, 949, 6220, CPU, 04%, 00%, 00%, 00%, GPU, , MEM, 288168, 381932, N/A, IO, , , , , , , NET, , , , , HUG, 2014, 115, 100
