2024-12-17 16:22:07.296792000, Fcp, UpTime(s), BuffInfo Count, Buff KB, CPU, CPU Sys, CPU Proc, CPU Proc User, CPU Proc Kernel, GPU, GPU Load, MEM, Mem Work, Mem Virt, Managed Heap, IO, ReadOps Rate, ReadBytes Rate, Read Ticks Rate, WriteOps Rate, WriteBytes Rate, Write Ticks Rate, NET, RxBps1, TxBps1, RxBps2, TxBps2, HUG, Handles, USER objects, GDI Objects
2024-12-17 16:22:36.652022000, Fcp, 36, 75, 1299, CPU, 12%, 00%, 00%, 00%, GPU, , MEM, 358192, 255196, N/A, IO, , , , , , , NET, , , , , HUG, 1646, 88, 68
2024-12-17 16:22:43.711201000, Fcp, 43, 76, 1301, CPU, 47%, 02%, 00%, 01%, GPU, , MEM, 358324, 255084, N/A, IO, , , , , , , NET, , , , , HUG, 1645, 88, 68
2024-12-17 16:22:45.735132000, Fcp, 45, 76, 1301, CPU, 19%, 00%, 00%, 00%, GPU, , MEM, 358324, 255084, N/A, IO, , , , , , , NET, , , , , HUG, 1645, 88, 68
2024-12-17 16:22:50.790509000, Fcp, 50, 76, 1301, CPU, 41%, 00%, 00%, 00%, GPU, , MEM, 358332, 255084, N/A, IO, , , , , , , NET, , , , , HUG, 1645, 88, 68
2024-12-17 16:22:54.814299000, Fcp, 54, 76, 1301, CPU, 18%, 00%, 00%, 00%, GPU, , MEM, 358408, 255100, N/A, IO, , , , , , , NET, , , , , HUG, 1643, 88, 68
2024-12-17 16:22:55.819834000, Fcp, 55, 76, 1301, CPU, 40%, 00%, 00%, 00%, GPU, , MEM, 358408, 255100, N/A, IO, , , , , , , NET, , , , , HUG, 1643, 88, 68
2024-12-17 16:23:04.875161000, Fcp, 64, 76, 1301, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 358320, 254764, N/A, IO, , , , , , , NET, , , , , HUG, 1637, 88, 68
2024-12-17 16:23:08.922513000, Fcp, 68, 76, 1301, CPU, 11%, 00%, 00%, 00%, GPU, , MEM, 358324, 254764, N/A, IO, , , , , , , NET, , , , , HUG, 1638, 88, 68
2024-12-17 16:23:10.928755000, Fcp, 70, 76, 1301, CPU, 34%, 02%, 00%, 01%, GPU, , MEM, 358324, 254764, N/A, IO, , , , , , , NET, , , , , HUG, 1638, 88, 68
2024-12-17 16:23:13.948219000, Fcp, 73, 76, 1301, CPU, 12%, 00%, 00%, 00%, GPU, , MEM, 358324, 254764, N/A, IO, , , , , , , NET, , , , , HUG, 1638, 88, 68
2024-12-17 16:23:22.022635000, Fcp, 82, 76, 1301, CPU, 53%, 03%, 01%, 02%, GPU, , MEM, 358560, 254972, N/A, IO, , , , , , , NET, , , , , HUG, 1638, 88, 68
2024-12-17 16:23:24.040823000, Fcp, 84, 76, 1301, CPU, 96%, 00%, 00%, 00%, GPU, , MEM, 359300, 257376, N/A, IO, , , , , , , NET, , , , , HUG, 1651, 91, 68
2024-12-17 16:23:26.050563000, Fcp, 86, 76, 1301, CPU, 40%, 00%, 00%, 00%, GPU, , MEM, 359240, 255300, N/A, IO, , , , , , , NET, , , , , HUG, 1652, 91, 68
2024-12-17 16:23:27.060515000, Fcp, 87, 76, 1301, CPU, 81%, 01%, 01%, 00%, GPU, , MEM, 359616, 255624, N/A, IO, , , , , , , NET, , , , , HUG, 1652, 91, 68
2024-12-17 16:23:28.076254000, Fcp, 88, 76, 1044, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 359304, 255280, N/A, IO, , , , , , , NET, , , , , HUG, 1651, 91, 68
2024-12-17 16:23:29.088854000, Fcp, 89, 76, 1044, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 359244, 255220, N/A, IO, , , , , , , NET, , , , , HUG, 1651, 90, 68
2024-12-17 16:23:30.094522000, Fcp, 90, 76, 1301, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 359424, 255340, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 68
2024-12-17 16:23:31.109935000, Fcp, 91, 76, 1301, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 359424, 255340, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 91, 68
2024-12-17 16:23:32.112816000, Fcp, 92, 76, 1301, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 359424, 255340, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 68
2024-12-17 16:23:33.123884000, Fcp, 93, 76, 1301, CPU, 99%, 02%, 02%, 00%, GPU, , MEM, 362116, 258032, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 64
2024-12-17 16:23:34.139132000, Fcp, 94, 76, 1301, CPU, 98%, 00%, 00%, 00%, GPU, , MEM, 362176, 258076, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 64
2024-12-17 16:23:35.140028000, Fcp, 95, 76, 1301, CPU, 97%, 00%, 00%, 00%, GPU, , MEM, 362180, 258080, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 64
2024-12-17 16:23:38.176121000, Fcp, 98, 76, 1301, CPU, 51%, 00%, 00%, 00%, GPU, , MEM, 362216, 257972, N/A, IO, , , , , , , NET, , , , , HUG, 1657, 92, 64
2024-12-17 16:23:41.212999000, Fcp, 101, 76, 1301, CPU, 22%, 00%, 00%, 00%, GPU, , MEM, 357280, 248688, N/A, IO, , , , , , , NET, , , , , HUG, 1672, 93, 66
2024-12-17 16:23:54.345835000, Fcp, 114, 76, 1301, CPU, 45%, 00%, 00%, 00%, GPU, , MEM, 359992, 251152, N/A, IO, , , , , , , NET, , , , , HUG, 1683, 92, 66
2024-12-17 16:23:55.358635000, Fcp, 115, 76, 1301, CPU, 12%, 00%, 00%, 00%, GPU, , MEM, 357904, 249064, N/A, IO, , , , , , , NET, , , , , HUG, 1683, 91, 66
2024-12-17 16:24:00.454262000, Fcp, 120, 76, 1044, CPU, 88%, 00%, 00%, 00%, GPU, , MEM, 349624, 240832, N/A, IO, , , , , , , NET, , , , , HUG, 1674, 93, 66
2024-12-17 16:24:01.467443000, Fcp, 121, 76, 1044, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 349668, 240832, N/A, IO, , , , , , , NET, , , , , HUG, 1667, 91, 66
2024-12-17 16:24:02.481580000, Fcp, 122, 76, 1044, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 349692, 240872, N/A, IO, , , , , , , NET, , , , , HUG, 1674, 92, 66
2024-12-17 16:24:04.507234000, Fcp, 124, 76, 1044, CPU, 69%, 00%, 00%, 00%, GPU, , MEM, 349664, 240828, N/A, IO, , , , , , , NET, , , , , HUG, 1666, 91, 66
2024-12-17 16:24:06.531865000, Fcp, 126, 76, 1044, CPU, 42%, 00%, 00%, 00%, GPU, , MEM, 349664, 240828, N/A, IO, , , , , , , NET, , , , , HUG, 1666, 92, 66
2024-12-17 16:24:09.565444000, Fcp, 129, 76, 1044, CPU, 23%, 00%, 00%, 00%, GPU, , MEM, 349672, 240828, N/A, IO, , , , , , , NET, , , , , HUG, 1667, 91, 66
2024-12-17 16:24:28.738065000, Fcp, 148, 76, 1044, CPU, 64%, 00%, 00%, 00%, GPU, , MEM, 350388, 240888, N/A, IO, , , , , , , NET, , , , , HUG, 1661, 92, 66
2024-12-17 16:24:30.769241000, Fcp, 150, 76, 1044, CPU, 31%, 00%, 00%, 00%, GPU, , MEM, 350404, 240912, N/A, IO, , , , , , , NET, , , , , HUG, 1661, 91, 66
2024-12-17 16:24:34.812255000, Fcp, 154, 76, 1044, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 350228, 240736, N/A, IO, , , , , , , NET, , , , , HUG, 1661, 91, 66
2024-12-17 16:24:51.969721000, Fcp, 171, 76, 1044, CPU, 34%, 00%, 00%, 00%, GPU, , MEM, 350356, 240940, N/A, IO, , , , , , , NET, , , , , HUG, 1664, 91, 66
2024-12-17 16:25:00.064549000, Fcp, 180, 76, 1044, CPU, 23%, 00%, 00%, 00%, GPU, , MEM, 364444, 255060, N/A, IO, , , , , , , NET, , , , , HUG, 1671, 91, 66
2024-12-17 16:25:07.096703000, Fcp, 187, 76, 1044, CPU, 50%, 02%, 00%, 01%, GPU, , MEM, 366284, 255196, N/A, IO, , , , , , , NET, , , , , HUG, 1678, 91, 68
2024-12-17 16:25:10.104287000, Fcp, 190, 76, 1044, CPU, 25%, 00%, 00%, 00%, GPU, , MEM, 365532, 253872, N/A, IO, , , , , , , NET, , , , , HUG, 1681, 91, 68
2024-12-17 16:25:12.117118000, Fcp, 192, 76, 1044, CPU, 64%, 08%, 03%, 04%, GPU, , MEM, 371712, 259256, N/A, IO, , , , , , , NET, , , , , HUG, 1711, 92, 68
2024-12-17 16:25:14.127691000, Fcp, 194, 76, 1044, CPU, 35%, 01%, 01%, 00%, GPU, , MEM, 371948, 259564, N/A, IO, , , , , , , NET, , , , , HUG, 1710, 93, 68
2024-12-17 16:25:18.161519000, Fcp, 198, 76, 1044, CPU, 14%, 00%, 00%, 00%, GPU, , MEM, 373312, 259820, N/A, IO, , , , , , , NET, , , , , HUG, 1746, 91, 68
2024-12-17 16:25:19.162337000, Fcp, 199, 76, 1044, CPU, 38%, 03%, 03%, 00%, GPU, , MEM, 375252, 261160, N/A, IO, , , , , , , NET, , , , , HUG, 1748, 97, 73
2024-12-17 16:25:22.166241000, Fcp, 202, 76, 1044, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 375256, 261160, N/A, IO, , , , , , , NET, , , , , HUG, 1748, 96, 73
2024-12-17 16:25:32.174441000, Fcp, 212, 76, 788, CPU, 62%, 00%, 00%, 00%, GPU, , MEM, 366020, 251564, N/A, IO, , , , , , , NET, , , , , HUG, 1758, 97, 73
2024-12-17 16:25:33.175771000, Fcp, 213, 76, 788, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 366028, 251568, N/A, IO, , , , , , , NET, , , , , HUG, 1758, 97, 73
2024-12-17 16:25:34.177105000, Fcp, 214, 76, 788, CPU, 73%, 00%, 00%, 00%, GPU, , MEM, 366028, 251568, N/A, IO, , , , , , , NET, , , , , HUG, 1758, 97, 73
2024-12-17 16:25:35.178152000, Fcp, 215, 76, 788, CPU, 41%, 00%, 00%, 00%, GPU, , MEM, 366028, 251568, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 96, 73
2024-12-17 16:25:37.179821000, Fcp, 217, 76, 788, CPU, 93%, 01%, 00%, 00%, GPU, , MEM, 366084, 251624, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 97, 73
2024-12-17 16:25:38.180427000, Fcp, 218, 76, 788, CPU, 39%, 00%, 00%, 00%, GPU, , MEM, 366300, 251816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 96, 73
2024-12-17 16:25:39.180777000, Fcp, 219, 76, 1044, CPU, 82%, 01%, 00%, 01%, GPU, , MEM, 366768, 252368, N/A, IO, , , , , , , NET, , , , , HUG, 1761, 97, 73
2024-12-17 16:25:40.182012000, Fcp, 220, 76, 1044, CPU, 33%, 01%, 00%, 00%, GPU, , MEM, 366952, 252560, N/A, IO, , , , , , , NET, , , , , HUG, 1761, 97, 73
2024-12-17 16:25:45.211083000, Fcp, 225, 76, 1044, CPU, 67%, 00%, 00%, 00%, GPU, , MEM, 367248, 252828, N/A, IO, , , , , , , NET, , , , , HUG, 1756, 97, 73
2024-12-17 16:25:46.212435000, Fcp, 226, 76, 1044, CPU, 45%, 02%, 00%, 01%, GPU, , MEM, 367248, 252828, N/A, IO, , , , , , , NET, , , , , HUG, 1756, 97, 73
2024-12-17 16:25:50.254978000, Fcp, 230, 76, 1044, CPU, 73%, 00%, 00%, 00%, GPU, , MEM, 367348, 252816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 92, 67
2024-12-17 16:25:53.288458000, Fcp, 233, 76, 1044, CPU, 39%, 00%, 00%, 00%, GPU, , MEM, 367348, 252816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 92, 67
2024-12-17 16:25:55.303230000, Fcp, 235, 76, 1044, CPU, 18%, 00%, 00%, 00%, GPU, , MEM, 367348, 252816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 92, 67
2024-12-17 16:25:56.304427000, Fcp, 236, 76, 1044, CPU, 45%, 03%, 01%, 01%, GPU, , MEM, 367348, 252816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 92, 67
2024-12-17 16:25:57.306513000, Fcp, 237, 76, 1044, CPU, 17%, 01%, 00%, 00%, GPU, , MEM, 367348, 252816, N/A, IO, , , , , , , NET, , , , , HUG, 1754, 92, 67
2024-12-17 16:25:59.372676000, Fcp, 239, 76, 1044, CPU, 51%, 00%, 00%, 00%, GPU, , MEM, 367496, 252984, N/A, IO, , , , , , , NET, , , , , HUG, 1763, 93, 67
2024-12-17 16:26:00.381193000, Fcp, 240, 76, 788, CPU, 99%, 00%, 00%, 00%, GPU, , MEM, 367248, 252632, N/A, IO, , , , , , , NET, , , , , HUG, 1764, 93, 67
2024-12-17 16:26:02.408585000, Fcp, 242, 76, 788, CPU, 35%, 00%, 00%, 00%, GPU, , MEM, 367248, 252632, N/A, IO, , , , , , , NET, , , , , HUG, 1759, 93, 67
2024-12-17 16:26:05.458755000, Fcp, 245, 76, 788, CPU, 92%, 01%, 00%, 00%, GPU, , MEM, 367248, 252632, N/A, IO, , , , , , , NET, , , , , HUG, 1759, 93, 67
2024-12-17 16:26:06.529394000, Fcp, 246, 76, 788, CPU, 50%, 00%, 00%, 00%, GPU, , MEM, 367248, 252632, N/A, IO, , , , , , , NET, , , , , HUG, 1765, 93, 67
2024-12-17 16:26:07.542778000, Fcp, 247, 76, 1044, CPU, 91%, 00%, 00%, 00%, GPU, , MEM, 367500, 252988, N/A, IO, , , , , , , NET, , , , , HUG, 1766, 93, 67
2024-12-17 16:26:08.544246000, Fcp, 248, 76, 1044, CPU, 53%, 00%, 00%, 00%, GPU, , MEM, 367504, 252992, N/A, IO, , , , , , , NET, , , , , HUG, 1766, 93, 67
2024-12-17 16:26:09.547280000, Fcp, 249, 76, 1044, CPU, 22%, 00%, 00%, 00%, GPU, , MEM, 367504, 252992, N/A, IO, , , , , , , NET, , , , , HUG, 1761, 93, 67
2024-12-17 16:26:10.556556000, Fcp, 250, 76, 1044, CPU, 14%, 00%, 00%, 00%, GPU, , MEM, 367504, 252992, N/A, IO, , , , , , , NET, , , , , HUG, 1762, 93, 67
2024-12-17 16:26:12.587488000, Fcp, 252, 76, 1044, CPU, 53%, 00%, 00%, 00%, GPU, , MEM, 367504, 252992, N/A, IO, , , , , , , NET, , , , , HUG, 1762, 93, 67
2024-12-17 16:26:15.615674000, Fcp, 255, 76, 1044, CPU, 32%, 00%, 00%, 00%, GPU, , MEM, 367504, 253000, N/A, IO, , , , , , , NET, , , , , HUG, 1767, 93, 67
2024-12-17 16:26:26.721524000, Fcp, 266, 76, 1044, CPU, 07%, 00%, 00%, 00%, GPU, , MEM, 367548, 253064, N/A, IO, , , , , , , NET, , , , , HUG, 1749, 93, 67
2024-12-17 16:26:32.779928000, Fcp, 272, 76, 1044, CPU, 32%, 00%, 00%, 00%, GPU, , MEM, 367524, 253028, N/A, IO, , , , , , , NET, , , , , HUG, 1742, 93, 67
2024-12-17 16:26:34.801563000, Fcp, 274, 76, 1044, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 367524, 253028, N/A, IO, , , , , , , NET, , , , , HUG, 1742, 93, 67
2024-12-17 16:26:36.827364000, Fcp, 276, 76, 1044, CPU, 45%, 00%, 00%, 00%, GPU, , MEM, 367524, 253028, N/A, IO, , , , , , , NET, , , , , HUG, 1742, 93, 67
2024-12-17 16:26:37.841039000, Fcp, 277, 76, 1044, CPU, 20%, 00%, 00%, 00%, GPU, , MEM, 367508, 253000, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 93, 67
2024-12-17 16:27:11.231107000, Fcp, 311, 76, 1044, CPU, 36%, 00%, 00%, 00%, GPU, , MEM, 367992, 253412, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 94, 67
2024-12-17 16:27:12.245809000, Fcp, 312, 76, 1044, CPU, 14%, 00%, 00%, 00%, GPU, , MEM, 367992, 253412, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 94, 67
2024-12-17 16:27:16.284231000, Fcp, 316, 76, 1044, CPU, 48%, 03%, 01%, 01%, GPU, , MEM, 367992, 253412, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 94, 67
2024-12-17 16:27:17.297571000, Fcp, 317, 76, 1044, CPU, 19%, 00%, 00%, 00%, GPU, , MEM, 367992, 253412, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 94, 67
2024-12-17 16:27:19.315272000, Fcp, 319, 76, 1044, CPU, 40%, 00%, 00%, 00%, GPU, , MEM, 367992, 253412, N/A, IO, , , , , , , NET, , , , , HUG, 1739, 94, 67
2024-12-17 16:27:24.373376000, Fcp, 324, 76, 1044, CPU, 19%, 00%, 00%, 00%, GPU, , MEM, 367960, 253364, N/A, IO, , , , , , , NET, , , , , HUG, 1731, 93, 67
2024-12-17 16:27:26.382597000, Fcp, 326, 76, 1044, CPU, 43%, 00%, 00%, 00%, GPU, , MEM, 367960, 253364, N/A, IO, , , , , , , NET, , , , , HUG, 1731, 93, 67
2024-12-17 16:27:28.402907000, Fcp, 328, 76, 1044, CPU, 22%, 00%, 00%, 00%, GPU, , MEM, 367960, 253364, N/A, IO, , , , , , , NET, , , , , HUG, 1731, 93, 67
2024-12-17 16:28:11.778714000, Fcp, 371, 76, 1044, CPU, 15%, 00%, 00%, 00%, GPU, , MEM, 379248, 264508, N/A, IO, , , , , , , NET, , , , , HUG, 1725, 94, 67
2024-12-17 16:28:24.847997000, Fcp, 384, 76, 1044, CPU, 40%, 02%, 00%, 02%, GPU, , MEM, 370324, 255624, N/A, IO, , , , , , , NET, , , , , HUG, 1732, 98, 73
2024-12-17 16:28:35.858222000, Fcp, 395, 76, 1044, CPU, 08%, 01%, 00%, 01%, GPU, , MEM, 368348, 253420, N/A, IO, , , , , , , NET, , , , , HUG, 1732, 94, 66
2024-12-17 16:28:44.866471000, Fcp, 404, 76, 1044, CPU, 30%, 03%, 01%, 01%, GPU, , MEM, 379452, 264556, N/A, IO, , , , , , , NET, , , , , HUG, 1717, 94, 68
2024-12-17 16:28:50.871354000, Fcp, 410, 76, 1044, CPU, 08%, 01%, 00%, 00%, GPU, , MEM, 374744, 259868, N/A, IO, , , , , , , NET, , , , , HUG, 1715, 93, 67
2024-12-17 16:28:56.877353000, Fcp, 416, 141, 1883, CPU, 39%, 09%, 05%, 03%, GPU, , MEM, 375248, 258064, N/A, IO, , , , , , , NET, , , , , HUG, 1793, 93, 67
2024-12-17 16:28:58.879453000, Fcp, 418, 148, 1723, CPU, 05%, 01%, 00%, 01%, GPU, , MEM, 375240, 257884, N/A, IO, , , , , , , NET, , , , , HUG, 1792, 93, 67
2024-12-17 16:29:05.883878000, Fcp, 425, 148, 2363, CPU, 22%, 12%, 08%, 03%, GPU, , MEM, 401500, 282536, N/A, IO, , , , , , , NET, , , , , HUG, 1809, 99, 66
2024-12-17 16:29:11.891142000, Fcp, 431, 148, 2363, CPU, 28%, 04%, 02%, 01%, GPU, , MEM, 414180, 294308, N/A, IO, , , , , , , NET, , , , , HUG, 1800, 99, 66
2024-12-17 16:29:26.906069000, Fcp, 446, 148, 2363, CPU, 07%, 01%, 00%, 00%, GPU, , MEM, 406224, 285864, N/A, IO, , , , , , , NET, , , , , HUG, 1795, 95, 67
2024-12-17 16:29:30.909888000, Fcp, 450, 148, 2363, CPU, 64%, 03%, 01%, 01%, GPU, , MEM, 399884, 279528, N/A, IO, , , , , , , NET, , , , , HUG, 1797, 96, 67
2024-12-17 16:29:31.910444000, Fcp, 451, 148, 2363, CPU, 42%, 02%, 01%, 00%, GPU, , MEM, 400100, 279980, N/A, IO, , , , , , , NET, , , , , HUG, 1797, 96, 67
2024-12-17 16:29:35.913865000, Fcp, 455, 330, 3701, CPU, 37%, 03%, 01%, 01%, GPU, , MEM, 414912, 296148, N/A, IO, , , , , , , NET, , , , , HUG, 1819, 96, 66
2024-12-17 16:29:38.917876000, Fcp, 458, 330, 3701, CPU, 14%, 01%, 00%, 00%, GPU, , MEM, 416128, 297224, N/A, IO, , , , , , , NET, , , , , HUG, 1820, 96, 66
2024-12-17 16:29:46.975614000, Fcp, 466, 330, 3701, CPU, 42%, 02%, 01%, 00%, GPU, , MEM, 420796, 301612, N/A, IO, , , , , , , NET, , , , , HUG, 1822, 96, 68
2024-12-17 16:29:50.004539000, Fcp, 469, 330, 3701, CPU, 10%, 03%, 02%, 01%, GPU, , MEM, 429980, 309432, N/A, IO, , , , , , , NET, , , , , HUG, 1823, 96, 68
2024-12-17 16:30:03.018617000, Fcp, 483, 330, 3701, CPU, 34%, 05%, 03%, 01%, GPU, , MEM, 426784, 305848, N/A, IO, , , , , , , NET, , , , , HUG, 1822, 102, 73
2024-12-17 16:30:04.019552000, Fcp, 484, 330, 3701, CPU, 07%, 01%, 00%, 00%, GPU, , MEM, 426804, 305884, N/A, IO, , , , , , , NET, , , , , HUG, 1822, 101, 73
2024-12-17 16:30:12.092357000, Fcp, 492, 330, 3701, CPU, 23%, 01%, 01%, 00%, GPU, , MEM, 433164, 312224, N/A, IO, , , , , , , NET, , , , , HUG, 1799, 98, 67
2024-12-17 16:30:38.162985000, Fcp, 518, 330, 3701, CPU, 57%, 03%, 01%, 02%, GPU, , MEM, 421704, 300684, N/A, IO, , , , , , , NET, , , , , HUG, 1786, 106, 79
2024-12-17 16:30:41.164867000, Fcp, 521, 330, 3701, CPU, 19%, 01%, 00%, 01%, GPU, , MEM, 421700, 300684, N/A, IO, , , , , , , NET, , , , , HUG, 1784, 102, 73
2024-12-17 16:31:12.278238000, Fcp, 552, 319, 3701, CPU, 08%, 00%, 00%, 00%, GPU, , MEM, 420764, 299832, N/A, IO, , , , , , , NET, , , , , HUG, 1769, 101, 73
2024-12-17 16:31:24.360553000, Fcp, 564, 330, 3701, CPU, 33%, 00%, 00%, 00%, GPU, , MEM, 420412, 299292, N/A, IO, , , , , , , NET, , , , , HUG, 1778, 102, 73
2024-12-17 16:31:26.377721000, Fcp, 566, 330, 3701, CPU, 10%, 00%, 00%, 00%, GPU, , MEM, 420412, 299292, N/A, IO, , , , , , , NET, , , , , HUG, 1778, 101, 73
2024-12-17 16:31:28.382603000, Fcp, 568, 330, 3701, CPU, 31%, 02%, 00%, 01%, GPU, , MEM, 420412, 299292, N/A, IO, , , , , , , NET, , , , , HUG, 1778, 101, 73
2024-12-17 16:31:34.419272000, Fcp, 574, 330, 3701, CPU, 03%, 00%, 00%, 00%, GPU, , MEM, 420364, 299324, N/A, IO, , , , , , , NET, , , , , HUG, 1778, 102, 73
2024-12-17 16:31:41.491233000, Fcp, 581, 330, 3701, CPU, 55%, 01%, 00%, 00%, GPU, , MEM, 420360, 299324, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:46.533471000, Fcp, 586, 330, 3701, CPU, 33%, 00%, 00%, 00%, GPU, , MEM, 420360, 299324, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:49.548138000, Fcp, 589, 330, 3701, CPU, 12%, 00%, 00%, 00%, GPU, , MEM, 420360, 299324, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:55.593987000, Fcp, 595, 330, 3701, CPU, 33%, 00%, 00%, 00%, GPU, , MEM, 420508, 299464, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:56.597431000, Fcp, 596, 330, 3701, CPU, 09%, 00%, 00%, 00%, GPU, , MEM, 420508, 299464, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:57.603438000, Fcp, 597, 330, 3701, CPU, 31%, 02%, 01%, 01%, GPU, , MEM, 420508, 299464, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:31:58.618901000, Fcp, 598, 330, 3701, CPU, 10%, 01%, 00%, 01%, GPU, , MEM, 420508, 299464, N/A, IO, , , , , , , NET, , , , , HUG, 1777, 102, 73
2024-12-17 16:32:12.786428000, Fcp, 612, 318, 3701, CPU, 11%, 00%, 00%, 00%, GPU, , MEM, 420552, 299492, N/A, IO, , , , , , , NET, , , , , HUG, 1778, 102, 73
